order_date,order_code,tkt_code,order_intrnl_line_num,actl_batch_qty,cstmry_actl_batch_qty,metric_actl_batch_qty,matl_price,cstmry_matl_price,metric_matl_price,haul_price,cstmry_haul_price,metric_haul_price,delv_price,cstmry_delv_price,metric_delv_price,cost,cost_uom,cstmry_cost,metric_cost,cost_ext_code,ext_matl_cost_amt,delv_qty,cstmry_delv_qty,metric_delv_qty,delv_qty_uom,cstmry_delv_qty_uom,metric_delv_qty_uom,orig_delv_qty,cstmry_orig_delv_qty,metric_orig_delv_qty,order_delv_qty,cstmry_order_delv_qty,metric_order_delv_qty,dump_qty,cstmry_dump_qty,metric_dump_qty,pre_batched_qty,cstmry_pre_batched_qty,metric_pre_batched_qty,resold_qty,cstmry_resold_qty,metric_resold_qty,price_qty,cstmry_price_qty,metric_price_qty,tkt_qty,cstmry_tkt_qty,metric_tkt_qty,resold_tkt_code,rm_slump,rm_slump_uom,rm_mix_flag,ext_price_amt,ship_plant_code,susp_rsn_code,invy_adjust_code,sales_anl_adjust_code,moved_order_date,moved_to_order_code,moved_from_order_code,reused_order_date,reused_order_code,batch_code,am_min_temp,invc_round_diff_amt,chrg_cart_code,ext_matl_price,ext_haul_price,ext_delv_price,inventory_update_qty,temperature,temperature_uom,energy_consumed,energy_consumed_uom,pct_hydrate,record_origin_code,pre_batched_water_qty,pre_batched_water_uom,pre_batched_uom,order_num,version,seq_num,external_plant_code,dump_water_qty,ext_pay_cart_amt,pay_cart_qty,pay_cart_qty_uom,pay_cart_rate_amt,min_slump,max_slump,update_date,u_version,lot_num_list
2025-01-09 00:00:00,           9,  137333,1,5.50,5.50,4.20,,,,,,,,,,,,,,,,5.50,5.50,4.20,40003,40003,40013,5.50,5.50,4.20,13.00,13.00,9.94,,,,,,,,,,5.50,5.50,4.20,5.50,5.50,4.20,,3.00    ,,True,1050.50,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 11:15:54.290000,!,
2025-01-09 00:00:00,          19,  137335,1,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,9.50,9.50,7.26,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1467.75,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 13:25:43.600000,!,
2025-01-09 00:00:00,          19,  137336,1,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,19.00,19.00,14.53,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1467.75,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 13:50:30.330000,!,
2025-01-09 00:00:00,          20,  137331,1,2.50,2.50,1.91,,,,,,,,,,,,,,,,2.50,2.50,1.91,40003,40003,40013,2.50,2.50,1.91,2.50,2.50,1.91,,,,,,,,,,2.50,2.50,1.91,2.50,2.50,1.91,,    4.00,,True,425.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 09:46:35.620000,!,
2025-01-09 00:00:00,          25,  137332,3,1.50,1.50,1.15,,,,,,,,,,,,,,,,1.50,1.50,1.15,40003,40003,40013,1.50,1.50,1.15,1.50,1.50,1.15,,,,,,,,,,1.50,1.50,1.15,1.50,1.50,1.15,,    4.00,,True,255.00,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 10:08:57.390000,!,
2025-01-09 00:00:00,          27,  137334,1,9.50,9.50,7.26,,,,,,,,,,,,,,,,9.50,9.50,7.26,40003,40003,40013,9.50,9.50,7.26,9.50,9.50,7.26,,,,,,,,,,9.50,9.50,7.26,9.50,9.50,7.26,,4       ,,True,1738.50,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-09 12:11:49.030000,!,
2025-01-10 00:00:00,          15,  137341,1,2.50,2.50,1.91,,,,,,,,,,,,,,,,2.50,2.50,1.91,40003,40003,40013,2.50,2.50,1.91,2.50,2.50,1.91,,,,,,,,,,2.50,2.50,1.91,2.50,2.50,1.91,,    4.00,,True,427.50,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-10 09:18:58.070000,!,
2025-01-10 00:00:00,          36,  137337,388,9.25,9.25,7.07,,,,,,,,,,,,,,,,9.25,9.25,7.07,40003,40003,40013,9.25,9.25,7.07,9.25,9.25,7.07,,,,,,,,,,9.25,9.25,7.07,9.25,9.25,7.07,,4       ,,True,1503.13,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-10 08:18:13.950000,!,
2025-01-10 00:00:00,          36,  137338,388,9.25,9.25,7.07,,,,,,,,,,,,,,,,9.25,9.25,7.07,40003,40003,40013,9.25,9.25,7.07,18.50,18.50,14.14,,,,,,,,,,9.25,9.25,7.07,9.25,9.25,7.07,,4       ,,True,1503.13,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-10 08:37:03.360000,!,
2025-01-10 00:00:00,          36,  137339,388,9.25,9.25,7.07,,,,,,,,,,,,,,,,9.25,9.25,7.07,40003,40003,40013,9.25,9.25,7.07,27.75,27.75,21.22,,,,,,,,,,9.25,9.25,7.07,9.25,9.25,7.07,,4       ,,True,1503.13,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-10 08:52:51.930000,!,
2025-01-10 00:00:00,          36,  137340,388,9.25,9.25,7.07,,,,,,,,,,,,,,,,9.25,9.25,7.07,40003,40003,40013,9.25,9.25,7.07,37.00,37.00,28.29,,,,,,,,,,9.25,9.25,7.07,9.25,9.25,7.07,,4       ,,True,1503.13,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-10 09:12:11.020000,!,
2025-01-10 00:00:00,          36,  137342,388,9.00,9.00,6.88,,,,,,,,,,,,,,,,9.00,9.00,6.88,40003,40003,40013,9.00,9.00,6.88,46.00,46.00,35.17,,,,,,,,,,9.00,9.00,6.88,9.00,9.00,6.88,,4       ,,True,1462.50,  1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,2025-01-10 09:30:20.830000,!,
